"","OBJECTID","GlobalID","CreationDate","Creator","Memorial","Is it a memorial?","Diameter at Breast Heigh (DBH)","Common Species Name","Height (ft)","SPECIES","SPECIES_BIN","x","y"
"715",741,"7839c708-886c-4e34-8c0e-287bdc0f9bf6","7/11/2024 6:27:48 PM","msmit@macalester.edu_MacGIS",NA,"No",11.75,"Norway maple",NA,"Norway maple","Acer platanoides",-93.1672391931807,44.9365914931191
"716",742,"6a736530-3dee-49d9-8643-0fd130fb0171","7/11/2024 6:28:18 PM","msmit@macalester.edu_MacGIS",NA,"No",9.8,"Norway maple",NA,"Norway maple","Acer platanoides",-93.16724851949,44.9365120593255
"717",743,"80c1e614-1cc4-4cea-8dbf-037f6c4d32b4","7/11/2024 6:29:08 PM","msmit@macalester.edu_MacGIS",NA,"No",11,"Norway maple",NA,"Norway maple","Acer platanoides",-93.1672514857271,44.9364279222377
"718",744,"8ad6b563-def4-4ec7-93d2-1294ea373e20","7/11/2024 6:29:14 PM","areynol1@macalester.edu_MacGIS",NA,"No",4,"American sycamore",NA,"American sycamore","Platanus occidentalis",-93.1692096782992,44.9420428367929
"719",745,"eb27cf00-486f-41f9-adfb-77cef4cf397b","7/11/2024 6:29:45 PM","msmit@macalester.edu_MacGIS",NA,"No",10.4,"Norway maple",NA,"Norway maple","Acer platanoides",-93.1672497420971,44.9363437824829
"720",746,"4dd2d8b8-ba7d-4a7f-8b79-494f0cf49177","7/11/2024 6:30:16 PM","msmit@macalester.edu_MacGIS",NA,"No",9.1,"Norway maple",NA,"Norway maple","Acer platanoides",-93.1672510284846,44.9362761057047
"721",747,"59a5bd5a-e11b-44b4-a49f-1a3ef20099f0","7/11/2024 6:31:15 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.5,"Lilac",NA,"Lilac","Syringa sp.",-93.1694615901594,44.9421776247621
"722",748,"fe6c9b12-dd48-4ef1-b328-61b951c52793","7/11/2024 6:31:37 PM","msmit@macalester.edu_MacGIS",NA,"No",6.85,"Hackberry",NA,"Hackberry","Celtis occidentalis",-93.167430399589,44.9361445940915
"723",749,"c60d7e7c-2ff3-4cb2-840b-2deac3be6da3","7/11/2024 6:32:09 PM","areynol1@macalester.edu_MacGIS",NA,"No",30.7,"Norway maple",NA,"Norway maple","Acer platanoides",-93.1695403212058,44.9422257874989
"724",750,"f27725fa-16cb-4400-8fa0-0bb93498f9e1","7/11/2024 6:32:10 PM","msmit@macalester.edu_MacGIS",NA,"No",5.4,"Hackberry",NA,"Hackberry","Celtis occidentalis",-93.1675093615024,44.9361383793197
"725",751,"f9601412-f112-4419-b3e0-2727ae975051","7/11/2024 6:32:36 PM","msmit@macalester.edu_MacGIS",NA,"No",5.3,"Hackberry",NA,"Hackberry","Celtis occidentalis",-93.16758687623,44.9361333441648
"726",752,"9a7a9f74-5995-4b2e-af5b-e31d76debd4e","7/11/2024 6:33:04 PM","msmit@macalester.edu_MacGIS",NA,"No",4.5,"Hackberry",NA,"Hackberry","Celtis occidentalis",-93.167646054546,44.9361262003235
"727",753,"72d89ca0-da46-4cae-891a-de22ece7d116","7/11/2024 6:33:31 PM","msmit@macalester.edu_MacGIS",NA,"No",6.1,"Hackberry",NA,"Hackberry","Celtis occidentalis",-93.1677223799041,44.9361312768133
"728",754,"4041efe9-952c-4a21-b0dd-991b767387cc","7/11/2024 6:34:04 PM","msmit@macalester.edu_MacGIS",NA,"No",6.3,"Hackberry",NA,"Hackberry","Celtis occidentalis",-93.1678803001378,44.9361406552502
"729",755,"c5ef38e8-9ac7-416f-9865-8e81dbad2db2","7/11/2024 6:34:32 PM","msmit@macalester.edu_MacGIS",NA,"No",6.2,"Hackberry",NA,"Hackberry","Celtis occidentalis",-93.1679879057324,44.9361504145971
"730",756,"8f134252-6efe-454e-bfdf-7f7a648057bf","7/11/2024 6:35:00 PM","areynol1@macalester.edu_MacGIS",NA,"No",2.5,"Katsura tree",NA,"Katsura tree","Cercidiphyllum japonicum",-93.1693428661165,44.9420491819101
"731",757,"09a08470-c43b-483e-be14-18b630403966","7/11/2024 6:36:19 PM","areynol1@macalester.edu_MacGIS",NA,"No",9.25,"Serviceberry",NA,"Serviceberry","Amelanchier arborea",-93.1693516264871,44.9419333743487
"732",758,"f684160e-2b3e-473b-8bc4-e24b84b6b7ed","7/11/2024 6:37:34 PM","msmit@macalester.edu_MacGIS",NA,"No",11.9,"American basswood",NA,"American basswood","Tilia americana",-93.1683173952022,44.9360731499291
"733",759,"2f33636f-b513-4d95-8d51-bb5a2302a90d","7/11/2024 6:38:14 PM","msmit@macalester.edu_MacGIS",NA,"No",14.2,"American basswood",NA,"American basswood","Tilia americana",-93.1684094545525,44.9360595006876
"734",760,"83f8260d-af4a-47ff-ba73-51cb2ffec06c","7/11/2024 6:38:21 PM","areynol1@macalester.edu_MacGIS",NA,"No",8.22,"Serviceberry",NA,"Serviceberry","Amelanchier arborea",-93.1695504604904,44.9419322444463
"735",761,"852e792c-3506-4bb3-add8-899a03d1a6f5","7/11/2024 6:38:43 PM","msmit@macalester.edu_MacGIS",NA,"No",10.9,"American basswood",NA,"American basswood","Tilia americana",-93.1685035845196,44.9360151959547
"736",762,"76155810-95e8-44b7-a393-a0f71eab43d7","7/11/2024 6:40:13 PM","msmit@macalester.edu_MacGIS",NA,"No",13.5,"American basswood",NA,"American basswood","Tilia americana",-93.1685877943909,44.9359749108016
"737",763,"9a38fdd7-d5c6-41cb-9690-b4e8eba9d25b","7/11/2024 6:41:07 PM","msmit@macalester.edu_MacGIS",NA,"No",10.7,"American basswood",NA,"American basswood","Tilia americana",-93.1680577102199,44.9360860335281
"738",764,"8f01dbaf-3082-4766-9f09-96f5a32060f2","7/11/2024 6:42:05 PM","msmit@macalester.edu_MacGIS",NA,"No",13.7,"American basswood",NA,"American basswood","Tilia americana",-93.1679702026331,44.9360752179186
"739",765,"1feb5c84-676f-43b5-93a4-49dc1b37961a","7/11/2024 6:42:38 PM","msmit@macalester.edu_MacGIS",NA,"No",11.8,"American basswood",NA,"American basswood","Tilia americana",-93.167872094926,44.9360579808548
"740",766,"b4a2f5da-8555-4e31-909c-892d0708b601","7/11/2024 6:43:15 PM","msmit@macalester.edu_MacGIS",NA,"No",12.7,"American basswood",NA,"American basswood","Tilia americana",-93.1677781607916,44.936022412304
"741",767,"a4a51ae1-3794-45c7-928d-a32f4e709cbe","7/11/2024 6:43:57 PM","msmit@macalester.edu_MacGIS",NA,"No",11.4,"American basswood",NA,"American basswood","Tilia americana",-93.1677048016706,44.9360064012662
"742",768,"239f9f35-1640-4865-96bf-7f549535e708","7/11/2024 6:44:24 PM","areynol1@macalester.edu_MacGIS",NA,"No",3,"Serviceberry",NA,"Serviceberry","Amelanchier arborea",-93.1698890265378,44.9380308623186
"743",769,"a4c1e69d-3cc9-49da-a7cf-9015035cb709","7/11/2024 6:44:56 PM","areynol1@macalester.edu_MacGIS",NA,"No",4,"Serviceberry",NA,"Serviceberry","Amelanchier arborea",-93.1698884471245,44.937981646841
"744",770,"9324b753-6ee7-4a6c-a596-82d43bc9540a","7/11/2024 6:45:23 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.8,"Serviceberry",NA,"Serviceberry","Amelanchier arborea",-93.1699345810042,44.9379771421818
"745",771,"f541462f-75f1-440e-839e-f74c88440f8d","7/11/2024 6:46:13 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.9,"Serviceberry",NA,"Serviceberry","Amelanchier arborea",-93.169932520269,44.9380279575663
"746",772,"58af01e6-f0d2-4615-81b5-baf5235d9f77","7/11/2024 6:50:25 PM","areynol1@macalester.edu_MacGIS",NA,"No",8.6,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1699147740505,44.9378114698029
"747",773,"28f884a0-e755-43a5-949b-3039f78a7319","7/11/2024 6:51:47 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.3,"Lilac",NA,"Lilac","Syringa sp.",-93.1697554407669,44.9381499862882
"748",774,"d3e576a0-36ea-42eb-8467-84aab7d9a2f8","7/11/2024 6:52:32 PM","areynol1@macalester.edu_MacGIS",NA,"No",3,"Lilac",NA,"Lilac","Syringa sp.",-93.1697146815075,44.9381494146229
"749",775,"876cfde9-e2a5-488e-b89e-f325f1b15b8f","7/11/2024 6:53:53 PM","areynol1@macalester.edu_MacGIS",NA,"No",10,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1706745295919,44.9380215293386
"750",776,"4aae6a37-b458-41fc-abb3-4ce69757f6f6","7/11/2024 6:54:24 PM","areynol1@macalester.edu_MacGIS",NA,"No",11.3,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1706746643392,44.9379310705112
"751",777,"bf7fe44f-8397-46cb-9b20-ce7349a7b567","7/11/2024 6:54:27 PM","msmit@macalester.edu_MacGIS",NA,"No",32.5,"Green ash",NA,"Green ash","Fraxinus pennsylvanica",-93.1676931307584,44.9360687748464
"752",778,"83f66a58-7473-4d00-84ab-e561f395fc85","7/11/2024 6:54:53 PM","areynol1@macalester.edu_MacGIS",NA,"No",9.5,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1706768014313,44.9378473055925
"753",779,"99cc9a96-85a0-49b5-9c6c-e25bc5b242ff","7/11/2024 6:55:48 PM","areynol1@macalester.edu_MacGIS",NA,"No",9.75,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.170678342042,44.9377622166195
"754",780,"4d541b13-e351-4f27-81ec-51e00d93bdb1","7/11/2024 6:56:40 PM","areynol1@macalester.edu_MacGIS",NA,"No",10,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1706838334434,44.937678503598
"755",781,"9d51a3ee-5901-4173-845b-032a5dc5f9e5","7/11/2024 6:57:08 PM","areynol1@macalester.edu_MacGIS",NA,"No",11.4,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1706638710811,44.9375874706516
"756",782,"22705d98-9d64-45a9-b63c-9bca0879be12","7/11/2024 6:57:48 PM","msmit@macalester.edu_MacGIS",NA,"No",31.9,"Green ash",NA,"Green ash","Fraxinus pennsylvanica",-93.1675806832444,44.9360703143923
"757",783,"7e4ceeff-cb34-4a58-a8bf-9923bf057f76","7/11/2024 6:59:10 PM","areynol1@macalester.edu_MacGIS",NA,"No",22.9,"Sugar maple",NA,"Sugar maple","Acer saccharum",-93.1708607045363,44.9373263888082
"758",784,"f5ccaf8b-13a1-4d94-b916-283f2252f768","7/11/2024 7:01:16 PM","areynol1@macalester.edu_MacGIS",NA,"No",23.6,"American basswood",NA,"American basswood","Tilia americana",-93.1713758119949,44.9380725513484
"759",785,"1beda8c8-0c10-4bd1-bfcc-5254f509a337","7/11/2024 7:02:02 PM","areynol1@macalester.edu_MacGIS",NA,"No",5.5,"American hornbeam",NA,"American hornbeam","Carpinus caroliniana",-93.1712854477655,44.9379971543376
"760",786,"4a8cd696-d5cc-436b-a856-0573c31bd4a6","7/11/2024 7:02:30 PM","areynol1@macalester.edu_MacGIS",NA,"No",6.1,"American hornbeam",NA,"American hornbeam","Carpinus caroliniana",-93.1712831570616,44.9380642154525
"761",787,"d13b93ed-ac83-4569-92d0-d78344edc015","7/11/2024 7:02:54 PM","areynol1@macalester.edu_MacGIS",NA,"No",4.8,"American hornbeam",NA,"American hornbeam","Carpinus caroliniana",-93.1712740131103,44.9381167896331
"762",788,"6d1fb2b6-5bf5-474a-afa6-eed12d41d19a","7/11/2024 7:03:04 PM","msmit@macalester.edu_MacGIS",NA,"No",13.4,"Bradford Pear",NA,"Crabapple","Malus sp.",-93.1672257786386,44.9360595280318
"763",789,"37d14805-0607-4968-a28d-4548d1790a05","7/11/2024 7:04:05 PM","areynol1@macalester.edu_MacGIS",NA,"No",4,"Bur oak",NA,"Bur oak","Quercus macrocarpa",-93.1712784678558,44.9381897014299
"764",790,"9b6eeb0b-2ad7-46df-b619-26e434ee6e76","7/11/2024 7:04:21 PM","msmit@macalester.edu_MacGIS",NA,"No",10.1,"Bradford Pear",NA,"Crabapple","Malus sp.",-93.1672269868726,44.9359566269925
"765",793,"078bdc8e-7079-43f8-8ae9-e18cfe274850","7/11/2024 7:05:18 PM","msmit@macalester.edu_MacGIS",NA,"No",12.6,"Bradford Pear",NA,"Crabapple","Malus sp.",-93.1672322815429,44.9358581549205
"766",794,"3ffbcef7-5046-488c-bfea-34beedb8ff65","7/11/2024 7:06:16 PM","areynol1@macalester.edu_MacGIS",NA,"No",14.9,"Norway maple",NA,"Norway maple","Acer platanoides",-93.1711642605421,44.9382220682072
"767",795,"6e2bd197-5c8f-4f6f-9d0e-55459926f888","7/11/2024 7:06:44 PM","areynol1@macalester.edu_MacGIS",NA,"No",19,"Hackberry",NA,"Hackberry","Celtis occidentalis",-93.1710325109276,44.938246207198
"768",796,"1ce9d4dd-5255-4443-be5c-739afeeb60a9","7/11/2024 7:06:50 PM","msmit@macalester.edu_MacGIS",NA,"No",12.9,"Bradford Pear",NA,"Crabapple","Malus sp.",-93.1672290682692,44.9357606168412
"769",797,"f7a3959b-353a-40fb-9f52-f5d968ef935c","7/11/2024 7:07:22 PM","msmit@macalester.edu_MacGIS",NA,"No",11,"Bradford Pear",NA,"Crabapple","Malus sp.",-93.1672361128576,44.9356588580104
"770",798,"61a65b00-626e-4894-9512-0aa0320cfeed","7/11/2024 7:08:03 PM","areynol1@macalester.edu_MacGIS",NA,"No",5.3,"White spruce",NA,"White spruce","Picea glauca",-93.171097377376,44.9382993541475
"771",799,"3c073da7-a1a5-4079-99ee-bc9cbbd6e4db","7/11/2024 7:08:27 PM","areynol1@macalester.edu_MacGIS",NA,"No",5,"White spruce",NA,"White spruce","Picea glauca",-93.171041814779,44.9382948437902
"772",800,"d826de12-3b3e-4290-808b-4990b63f8d22","7/11/2024 7:08:48 PM","msmit@macalester.edu_MacGIS",NA,"No",3,"Red Pine",NA,"Red pine","Pinus resinosa",-93.1672200078612,44.935426873478
"773",801,"1e2e5578-de03-4250-828f-fabc29a0e85e","7/11/2024 7:08:55 PM","areynol1@macalester.edu_MacGIS",NA,"No",4.3,"White spruce",NA,"White spruce","Picea glauca",-93.1710485808897,44.9383288981554
"774",802,"f7930b58-3195-4148-9e8a-ac85c9b586db","7/11/2024 7:10:00 PM","areynol1@macalester.edu_MacGIS",NA,"No",8.6,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1709999874228,44.9382540248179
"775",803,"99654f82-8a2b-4aa4-a784-8099ca31c67a","7/11/2024 7:10:22 PM","areynol1@macalester.edu_MacGIS",NA,"No",13.2,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1709862261309,44.9382266497898
"776",804,"36d6fffa-9136-4800-8067-f6c1d55a58a2","7/11/2024 7:10:39 PM","msmit@macalester.edu_MacGIS",NA,"No",4.9,"Red Pine",NA,"Red pine","Pinus resinosa",-93.1672384610538,44.9353245754303
"777",805,"99ac8147-33e9-4fd9-b01e-73d86191e948","7/11/2024 7:11:09 PM","areynol1@macalester.edu_MacGIS",NA,"No",3,"White spruce",NA,"White spruce","Picea glauca",-93.1710612534235,44.9383610015968
"778",806,"c9d20c94-54a7-4f55-b803-0a4df55cf981","7/11/2024 7:11:15 PM","msmit@macalester.edu_MacGIS",NA,"No",8.2,"Red Pine",NA,"Red pine","Pinus resinosa",-93.1672087582589,44.9350940629835
"779",807,"e8c856ee-a3a6-4d82-b14a-10c1b1ce990e","7/11/2024 7:12:06 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.9,"White spruce",NA,"White spruce","Picea glauca",-93.1710733833747,44.9383870233921
"780",808,"a381b9d8-fe04-4529-9f8a-5ef2580537e7","7/11/2024 7:12:16 PM","msmit@macalester.edu_MacGIS",NA,"No",2.5,"Bur oak",NA,"Bur oak","Quercus macrocarpa",-93.1672373893636,44.9351551809703
"781",809,"d8452f46-0e50-4efa-93d9-2b400b18ec3e","7/11/2024 7:12:30 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.2,"White spruce",NA,"White spruce","Picea glauca",-93.1711050552767,44.9383628545738
"782",810,"26fe38e8-779d-4690-80c4-d071048f0f8f","7/11/2024 7:13:43 PM","areynol1@macalester.edu_MacGIS",NA,"No",24.6,"Black walnut",NA,"Black walnut","Juglans nigra",-93.17100394001,44.9384083885732
"783",811,"1a1bf218-86b8-4fbe-9656-9004d6f05d9d","7/11/2024 7:14:40 PM","areynol1@macalester.edu_MacGIS",NA,"No",8.7,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.171178400923,44.9383712521074
"784",812,"f5e6909a-adce-4785-8154-6dcaf19bac74","7/11/2024 7:15:49 PM","msmit@macalester.edu_MacGIS",NA,"No",13,"White spruce",NA,"White spruce","Picea glauca",-93.1672464470767,44.9344298117274
"785",813,"9b1fc2e0-522d-4e72-920f-9b62260483b5","7/11/2024 7:16:07 PM","areynol1@macalester.edu_MacGIS",NA,"No",12.1,"River birch",NA,"River birch","Betula nigra",-93.1712598844075,44.9383622447574
"786",814,"51f08a2b-5be5-4d4b-b5d5-89cbb6fd70e9","7/11/2024 7:16:37 PM","msmit@macalester.edu_MacGIS",NA,"No",11,"White spruce",NA,"White spruce","Picea glauca",-93.1672901114877,44.9343931267439
"787",815,"04eeae39-4cd6-4bbc-a251-18a22e5a7d7d","7/11/2024 7:17:00 PM","msmit@macalester.edu_MacGIS",NA,"No",11,"White spruce",NA,"White spruce","Picea glauca",-93.1673048034342,44.934349143143
"788",816,"622421e7-e98d-4b9f-9e65-9e694e18719f","7/11/2024 7:17:33 PM","msmit@macalester.edu_MacGIS",NA,"No",15.5,"Ginkgo",NA,"Ginkgo","Ginkgo biloba",-93.167405329406,44.934333796188
"789",817,"3c9b9be8-c1e3-455d-b787-73f7939019c1","7/11/2024 7:17:44 PM","msmith18@macalester.edu_MacGIS",NA,"No",21,"American basswood",NA,"American basswood","Tilia americana",-93.1713739776351,44.9382989834245
"790",818,"8e207a9b-d862-4ff2-8c21-1ecd3405fdea","7/11/2024 7:17:56 PM","msmit@macalester.edu_MacGIS",NA,"No",18.5,"Ginkgo",NA,"Ginkgo","Ginkgo biloba",-93.167529507121,44.9343467183332
"791",819,"2c484a64-6318-4ee3-b3ec-e01f9fd6b45e","7/11/2024 7:18:27 PM","msmith18@macalester.edu_MacGIS",NA,"No",29,"American elm",NA,"American elm","Ulmus americana",-93.1713839022224,44.9384033281819
"792",820,"70221bcc-42ee-452b-a699-60e4b0a3e662","7/11/2024 7:18:35 PM","msmit@macalester.edu_MacGIS",NA,"No",18.25,"Ginkgo",NA,"Ginkgo","Ginkgo biloba",-93.1677925401244,44.934341488426
"793",821,"1c67561d-fef9-44f6-9f37-b4f24450a97e","7/11/2024 7:19:25 PM","msmith18@macalester.edu_MacGIS",NA,"No",20.7,"American basswood",NA,"American basswood","Tilia americana",-93.1713957042886,44.938507475625
"794",822,"6db385d5-6fdd-4127-be82-2c81610b0afa","7/11/2024 7:19:30 PM","msmit@macalester.edu_MacGIS",NA,"No",19,"Ginkgo",NA,"Ginkgo","Ginkgo biloba",-93.1679004026372,44.9343387882573
"795",823,"60efb732-4f8f-4af3-9e01-dff5fdb7f2d7","7/11/2024 7:20:04 PM","msmit@macalester.edu_MacGIS",NA,"No",12,"Ginkgo",NA,"Ginkgo","Ginkgo biloba",-93.1680379553684,44.9343342031848
"796",824,"6b3675de-f4a3-44a1-8f85-6d18474eddce","7/11/2024 7:20:38 PM","msmith18@macalester.edu_MacGIS",NA,"No",35.4,"Silver Maple",NA,"Silver maple","Acer saccharinum",-93.1712350388034,44.9385798565973
"797",825,"aeac0115-8f70-4882-9f90-7f152b497890","7/11/2024 7:20:42 PM","msmit@macalester.edu_MacGIS",NA,"No",10,"Ginkgo",NA,"Ginkgo","Ginkgo biloba",-93.1681554891436,44.9343262324074
"798",826,"2e5026a4-001f-4d1a-875e-9b27ad13110b","7/11/2024 7:21:26 PM","msmit@macalester.edu_MacGIS",NA,"No",17,"Ginkgo",NA,"Ginkgo","Ginkgo biloba",-93.1682781109765,44.9343427132317
"799",827,"d841d43f-9125-4d28-8b9d-1e12206b10c6","7/11/2024 7:21:36 PM","msmith18@macalester.edu_MacGIS",NA,"No",11,"Green ash",NA,"Green ash","Fraxinus pennsylvanica",-93.1711356231492,44.9385628867213
"800",828,"cbf1d824-a2c9-4cd6-b181-a6f0f36ec100","7/11/2024 7:21:48 PM","msmit@macalester.edu_MacGIS",NA,"No",13.5,"Ginkgo",NA,"Ginkgo","Ginkgo biloba",-93.1685261340298,44.9343341853787
"801",829,"fff06067-848b-40d4-bc10-21d75caea4f4","7/11/2024 7:22:33 PM","msmit@macalester.edu_MacGIS",NA,"No",16.75,"Ginkgo",NA,"Ginkgo","Ginkgo biloba",-93.168761554618,44.9343597314138
"802",830,"09e6a92a-2e0f-417b-8cb9-871337025734","7/11/2024 7:23:09 PM","msmit@macalester.edu_MacGIS",NA,"No",13,"Ginkgo",NA,"Ginkgo","Ginkgo biloba",-93.1689071517626,44.9343594325258
"803",831,"d3692890-0834-45a4-b8fe-b973dfae3081","7/11/2024 7:23:11 PM","msmith18@macalester.edu_MacGIS",NA,"No",20.5,"River birch",NA,"River birch","Betula nigra",-93.1708743005381,44.9386898513113
"804",832,"5ab93a07-b2c9-479b-aa89-4a3159ef84ee","7/11/2024 7:23:31 PM","msmit@macalester.edu_MacGIS",NA,"No",13.5,"Ginkgo",NA,"Ginkgo","Ginkgo biloba",-93.1690196253278,44.9343380111479
"805",833,"4bac9bfb-e1ea-4f63-b58b-e0c358bb2e0d","7/11/2024 7:23:52 PM","msmit@macalester.edu_MacGIS",NA,"No",13.75,"Ginkgo",NA,"Ginkgo","Ginkgo biloba",-93.1691485443508,44.9343373892061
"806",834,"3bcdd0ec-7cf5-4fd9-8751-d6917606177c","7/11/2024 7:24:07 PM","msmith18@macalester.edu_MacGIS",NA,"No",7.7,"Crabapple",NA,"Crabapple","Malus sp.",-93.1709714991502,44.9387133027149
"807",835,"12ec4a81-aef0-4621-8b1c-e099b2f8b54c","7/11/2024 7:24:27 PM","msmit@macalester.edu_MacGIS",NA,"No",8.5,"Ginkgo",NA,"Ginkgo","Ginkgo biloba",-93.1692648177896,44.9343433269064
"808",836,"32ae9465-0c93-49e6-aa32-7c9eb010c99a","7/11/2024 7:25:01 PM","msmit@macalester.edu_MacGIS",NA,"No",11,"Ginkgo",NA,"Ginkgo","Ginkgo biloba",-93.1693705782447,44.9343391749041
"809",837,"589f7c97-3137-4333-b234-38f65a70af47","7/11/2024 7:25:07 PM","msmith18@macalester.edu_MacGIS",NA,"No",3.7,"Northern red oak",NA,"Northern red oak","Quercus rubra",-93.1713804625731,44.9386298079167
"810",838,"c5a04b8f-dded-48e3-bdda-7504e44739fd","7/11/2024 7:25:27 PM","msmit@macalester.edu_MacGIS",NA,"No",9.25,"Ginkgo",NA,"Ginkgo","Ginkgo biloba",-93.1695049203971,44.9343401262589
"811",839,"615a2a37-2c2d-4444-ac1b-9da877f76f4c","7/11/2024 7:25:50 PM","msmith18@macalester.edu_MacGIS",NA,"No",7,"Japanese yew",NA,"Japanese yew","Taxus cuspidata",-93.1712905313317,44.9387159816938
"812",840,"de415cb2-39bd-4790-a343-41597e071b1c","7/11/2024 7:26:24 PM","msmit@macalester.edu_MacGIS",NA,"No",10,"Ginkgo",NA,"Ginkgo","Ginkgo biloba",-93.1700479582746,44.9343501663579
"813",841,"c335fba9-7c73-45bb-b037-f30bb9161a12","7/11/2024 7:27:33 PM","msmith18@macalester.edu_MacGIS",NA,"No",5.6,"American hornbeam",NA,"American hornbeam","Carpinus caroliniana",-93.1712899546133,44.9379105070133
"814",842,"0b598eb3-61e4-4ca1-8cc7-fff1a134b46d","7/11/2024 7:28:21 PM","msmith18@macalester.edu_MacGIS",NA,"No",21.7,"American basswood",NA,"American basswood","Tilia americana",-93.1713732598812,44.9378940075003
"815",843,"144a8776-a6a0-4132-9168-2018b8ed750f","7/11/2024 7:28:48 PM","areynol1@macalester.edu_MacGIS",NA,"No",4,"American hornbeam",NA,"American hornbeam","Carpinus caroliniana",-93.1713027106904,44.9378543385743
"816",844,"6b12a282-ba91-4ee5-9560-f5235e3b91a7","7/11/2024 7:29:11 PM","areynol1@macalester.edu_MacGIS",NA,"No",4,"American hornbeam",NA,"American hornbeam","Carpinus caroliniana",-93.1713100382481,44.9377987156774
"817",845,"1bd04ccc-3ce3-4181-9fe2-b0013dc548ad","7/11/2024 7:29:11 PM","msmith18@macalester.edu_MacGIS",NA,"No",20.6,"American basswood",NA,"American basswood","Tilia americana",-93.1713942445262,44.9377727056975
"818",846,"a3f51fde-5276-422b-8832-a61aae9f31c7","7/11/2024 7:29:40 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.5,"American hornbeam",NA,"American hornbeam","Carpinus caroliniana",-93.1713493431351,44.9377440535635
"819",847,"cc457986-f127-4892-a3f0-d080cab34394","7/11/2024 7:30:03 PM","msmith18@macalester.edu_MacGIS",NA,"No",22.7,"American basswood",NA,"American basswood","Tilia americana",-93.1714171093452,44.9376663630822
"820",848,"ca9f021c-13f3-4ad3-af4c-7edf2244b28b","7/11/2024 7:30:03 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.5,"American hornbeam",NA,"American hornbeam","Carpinus caroliniana",-93.1713511011381,44.9376923216028
"821",849,"1b222211-fee3-4f4f-9705-22b9c855562b","7/11/2024 7:30:31 PM","areynol1@macalester.edu_MacGIS",NA,"No",4,"American hornbeam",NA,"American hornbeam","Carpinus caroliniana",-93.1713667327223,44.9376387995488
"822",850,"87c3d7a6-b65b-4c2c-87e8-034017e2a34c","7/11/2024 7:30:46 PM","msmith18@macalester.edu_MacGIS",NA,"No",24.9,"American basswood",NA,"American basswood","Tilia americana",-93.1714374975088,44.9375591700761
"823",851,"76c7d30e-4016-4512-8f8a-3a64fb0523bd","7/11/2024 7:32:02 PM","areynol1@macalester.edu_MacGIS",NA,"No",2.8,"Northern catalpa",NA,"Northern catalpa","Catalpa speciosa",-93.1714040020268,44.937559804701
"824",852,"b5ea3bf1-0315-4968-91a7-bc1a619b4bdb","7/11/2024 7:32:30 PM","msmith18@macalester.edu_MacGIS",NA,"No",7.7,"American basswood",NA,"American basswood","Tilia americana",-93.1715162258603,44.9373916892675
"825",853,"c8078125-dab1-4f73-8fd9-d9d02507ada4","7/11/2024 7:34:08 PM","msmith18@macalester.edu_MacGIS",NA,"No",6,"American basswood",NA,"American basswood","Tilia americana",-93.1714692915817,44.9374637276256
"826",854,"dfab2ba6-88de-4432-b17e-3d35bccc7456","7/11/2024 7:35:13 PM","msmith18@macalester.edu_MacGIS",NA,"No",1.9,"White ash",NA,"White ash","Fraxinus americana",-93.1714425397525,44.9373745320862
"827",855,"8af3c0f2-1075-4fa2-b777-6dc7b3bf302b","7/11/2024 7:36:05 PM","msmith18@macalester.edu_MacGIS",NA,"No",27.7,"Northern red oak",NA,"Northern red oak","Quercus rubra",-93.1714162218097,44.937380133082
"828",856,"caacecb2-dc6d-4c10-a097-6934fb39c776","7/11/2024 7:36:44 PM","msmith18@macalester.edu_MacGIS",NA,"No",29.3,"Northern catalpa",NA,"Northern catalpa","Catalpa speciosa",-93.1713238040315,44.9374053375566
"829",857,"085a500d-b9f0-46cf-a7e5-d86d026f1263","7/11/2024 7:38:27 PM","msmith18@macalester.edu_MacGIS",NA,"No",34.8,"American elm",NA,"American elm","Ulmus americana",-93.1712437614448,44.9373690659003
"830",858,"8dbef363-589c-45c9-bff2-2f3411a6fe0a","7/11/2024 7:39:12 PM","msmith18@macalester.edu_MacGIS",NA,"No",1,"Northern catalpa",NA,"Northern catalpa","Catalpa speciosa",-93.1711865603208,44.9373544955492
